# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Google Ads Account
# Property: olera.care - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20260301
# End date: 20260331
Page title and screen class,Views,Active users,Sessions,Engagement rate,Bounce rate,Average engagement time per active user,Views per active user,Event count,Key events,Total revenue
"The Gardens at Jackson Creek Independent Senior Living, Independence MO: Pricing & Availability | Olera.care",44,44,44,0.9090909090909091,0.09090909090909091,12.022727272727273,1,209,0,0
"Raintree Village, Lee's Summit MO: Pricing & Availability | Olera.care",41,39,40,0.925,0.075,21.28205128205128,1.0512820512820513,189,0,0
"Like Family Home Health Care, Burbank CA: Pricing & Availability | Olera.care",38,34,39,0.46153846153846156,0.5384615384615384,13.117647058823529,1.1176470588235294,152,0,0
"Tanis Valdez Village, Laredo TX: Pricing & Availability | Olera.care",38,37,37,0.9459459459459459,0.05405405405405406,18.594594594594593,1.027027027027027,180,0,0
"The Pearl at Fort Lauderdale Rehabilitation & Nursing Center, Fort Lauderdale FL: Pricing & Availability | Olera.care",38,38,38,0.868421052631579,0.13157894736842105,12.894736842105264,1,172,0,0
"Union Towers Phase II, Weymouth Town MA: Pricing & Availability | Olera.care",38,38,38,0.9210526315789473,0.07894736842105263,12.342105263157896,1,186,0,0
"Whispering Hope, Lake Charles LA: Pricing & Availability | Olera.care",38,38,38,0.8947368421052632,0.10526315789473684,12.263157894736842,1,180,0,0
"The Princeton Senior Living, Lee's Summit MO: Pricing & Availability | Olera.care",37,37,37,0.8648648648648649,0.13513513513513514,11.216216216216216,1,172,0,0
"Unity Health and Rehabilitation Center, Miami FL: Pricing & Availability | Olera.care",37,37,37,0.972972972972973,0.02702702702702703,13.162162162162161,1,180,0,0
"Victoria Nursing & Rehabilitation Center, Miami FL: Pricing & Availability | Olera.care",37,37,37,0.972972972972973,0.02702702702702703,12.486486486486486,1,182,0,0
"Las Alturas Nursing & Transitional Care, Laredo TX: Pricing & Availability | Olera.care",36,36,36,0.9166666666666666,0.08333333333333333,12,1,171,0,0
"Long Live alf, Homestead FL: Pricing & Availability | Olera.care",36,36,36,0.9166666666666666,0.08333333333333333,11.916666666666666,1,171,0,0
"The DAVIS COMMUNITY, Wilmington NC: Pricing & Availability | Olera.care",36,36,36,0.9722222222222222,0.027777777777777776,15.444444444444445,1,169,0,0
"Brightmore of Wilmington, Wilmington NC: Pricing & Availability | Olera.care",35,35,35,0.9142857142857143,0.08571428571428572,12.314285714285715,1,168,0,0
"Diamond Senior Apartments, Dubuque IA: Pricing & Availability | Olera.care",35,21,26,0.5384615384615384,0.46153846153846156,16,1.6666666666666667,98,0,0
"Solstice Senior Living at Lee's Summit, Lee's Summit MO: Pricing & Availability | Olera.care",35,35,35,1,0,13.971428571428572,1,172,0,0
"The Verandah Retirement Community, Lake Charles LA: Pricing & Availability | Olera.care",35,35,35,1,0,12.542857142857143,1,172,0,0
"The Village at Motts Landing, Wilmington NC: Pricing & Availability | Olera.care",35,35,35,0.8857142857142857,0.11428571428571428,12.942857142857143,1,163,0,0
"Trinity Garden ALF, Hialeah FL: Pricing & Availability | Olera.care",35,35,35,0.9714285714285714,0.02857142857142857,17.942857142857143,1,168,0,0
"Willow Bend Villas, Raytown MO: Pricing & Availability | Olera.care",35,32,34,0.4411764705882353,0.5588235294117647,17.4375,1.09375,124,0,0
Claim - Village East Tower Apartments - Olera,34,1,3,1,0,370,34,62,0,0
"Eagle Village, Bradenton FL: Pricing & Availability | Olera.care",34,28,28,0.75,0.25,33.642857142857146,1.2142857142857142,120,0,0
"Zvago Lake Superior, Duluth MN: Pricing & Availability | Olera.care",34,22,25,0.72,0.28,25.318181818181817,1.5454545454545454,100,0,0
"Unlimited Senior Solutions, Miami FL: Pricing & Availability | Olera.care",33,33,33,1,0,13,1,163,0,0
Welcome | Olera for Providers,33,9,12,1,0,60.55555555555556,3.6666666666666665,61,0,0
"Edley Place Home Care, Lynchburg VA: Pricing & Availability | Olera.care",32,16,26,0.7692307692307693,0.23076923076923078,69.625,2,104,0,0
"Luther Crest, Toledo OH: Pricing & Availability | Olera.care",32,32,32,0.875,0.125,11.3125,1,150,0,0
"Villages of Jackson Creek Memory Care, Independence MO: Pricing & Availability | Olera.care",32,32,32,0.875,0.125,11.625,1,153,0,0
"Bella Vista Apartments, Union City NJ: Pricing & Availability | Olera.care",31,24,30,0.5,0.5,21.166666666666668,1.2916666666666667,105,0,0
"Bellemeade Manor, St. Peters MO: Pricing & Availability | Olera.care",31,27,30,0.6333333333333333,0.36666666666666664,42.55555555555556,1.1481481481481481,118,0,0
"Chevy Chase Gardens, Lexington KY: Pricing & Availability | Olera.care",30,28,30,0.5666666666666667,0.43333333333333335,13.642857142857142,1.0714285714285714,106,0,0
"Calcasieu Community Care Center, Lake Charles LA: Pricing & Availability | Olera.care",29,29,29,0.9310344827586207,0.06896551724137931,12.241379310344827,1,139,0,0
"Flint Ridge Village Apartments, Newark OH: Pricing & Availability | Olera.care",28,20,21,0.5238095238095238,0.47619047619047616,11.65,1.4,84,0,0
"Life Care Center of Red Bank, Chattanooga TN: Pricing & Availability | Olera.care",28,28,28,0.9642857142857143,0.03571428571428571,12.928571428571429,1,136,0,0
"Mill Pond Senior Apartments, O'Fallon MO: Pricing & Availability | Olera.care",27,25,25,0.48,0.52,68.04,1.08,93,0,0
"Valued Care, Elizabeth NJ: Pricing & Availability | Olera.care",27,18,22,0.5909090909090909,0.4090909090909091,29.444444444444443,1.5,88,0,0
"Ridgecrest Apartments, Ridgewood NJ: Pricing & Availability | Olera.care",26,25,25,0.48,0.52,16.44,1.04,91,0,0
"Villas of Chenal, Little Rock AR: Pricing & Availability | Olera.care",26,20,20,0.75,0.25,40.9,1.3,86,0,0
"Briarwood, Williston ND: Pricing & Availability | Olera.care",25,19,21,0.42857142857142855,0.5714285714285714,25.789473684210527,1.3157894736842106,77,0,0
"Avir at Garland, Garland TX: Pricing & Availability | Olera.care",24,20,24,0.5833333333333334,0.4166666666666667,76.3,1.2,91,0,0
"Centerbridge, Bridgewater NJ: Pricing & Availability | Olera.care",24,18,25,0.48,0.52,28,1.3333333333333333,91,0,0
"River Bluff Cooperative, Rochester MN: Pricing & Availability | Olera.care",24,19,21,0.8571428571428571,0.14285714285714285,42,1.263157894736842,86,0,0
"Madison Grove, St. Cloud FL: Pricing & Availability | Olera.care",23,16,20,0.55,0.45,19.3125,1.4375,68,0,0
"St Denis Senior Apartments, Florissant MO: Pricing & Availability | Olera.care",23,18,19,0.5789473684210527,0.42105263157894735,28.944444444444443,1.2777777777777777,72,0,0
"THRYVE of Crestwood, Cicero IL: Pricing & Availability | Olera.care",23,17,19,0.6842105263157895,0.3157894736842105,36.411764705882355,1.3529411764705883,74,0,0
"Ankar Retirement Park, Bellingham WA: Pricing & Availability | Olera.care",22,17,17,0.7058823529411765,0.29411764705882354,28.58823529411765,1.2941176470588236,74,0,0
"Cedar Trace Senior Apartments, Evansville IN: Pricing & Availability | Olera.care",22,19,20,0.7,0.3,28.842105263157894,1.1578947368421053,79,0,0
"Independence Manor I & II, Nacogdoches TX: Pricing & Availability | Olera.care",21,16,18,0.7222222222222222,0.2777777777777778,53.5625,1.3125,75,0,0
"Legacy Manor of Waterloo, Waterloo IA: Pricing & Availability | Olera.care",21,18,21,0.47619047619047616,0.5238095238095238,15.055555555555555,1.1666666666666667,77,0,0
"Villages at Homefield, O'Fallon MO: Pricing & Availability | Olera.care",21,18,21,0.6190476190476191,0.38095238095238093,17.77777777777778,1.1666666666666667,77,0,0
"River Valley Retirement Community, Trumbull CT: Pricing & Availability | Olera.care",20,20,20,0,1,3.3,1,80,0,0
"THE HOUSE OF BOSTICS LLC Assisted Living Facility, St. Petersburg FL: Pricing & Availability | Olera.care",20,16,17,0.5294117647058824,0.47058823529411764,17.375,1.25,72,0,0
"Budlong Manor, Cranston RI: Pricing & Availability | Olera.care",19,14,16,0.5625,0.4375,24.5,1.3571428571428572,62,0,0
"Cottage Village Senior Apartments, Manteca CA: Pricing & Availability | Olera.care",19,18,19,0.3157894736842105,0.6842105263157895,10.055555555555555,1.0555555555555556,67,0,0
"Amity House Residential Care and Group Homes, Irving TX: Pricing & Availability | Olera.care",18,14,16,0.6875,0.3125,81.64285714285714,1.2857142857142858,59,0,0
"Cascade Ridge, Great Falls MT: Pricing & Availability | Olera.care",18,16,16,0.625,0.375,18.5625,1.125,60,0,0
"Lima Home Care, College Station TX: Pricing & Availability | Olera.care",18,15,18,1,0,12.533333333333333,1.2,27,0,0
"Park Meadows senior apartments, Pocatello ID: Pricing & Availability | Olera.care",18,13,14,0.7142857142857143,0.2857142857142857,29.923076923076923,1.3846153846153846,60,0,0
"The Grove, Moore OK: Pricing & Availability | Olera.care",18,13,14,0.7142857142857143,0.2857142857142857,34.15384615384615,1.3846153846153846,58,0,0
"A Pineywoods Health Services, Beaumont TX: Pricing & Availability | Olera.care",17,10,15,0.3333333333333333,0.6666666666666666,14.6,1.7,50,0,0
"ARP Manor Apartments, Gastonia NC: Pricing & Availability | Olera.care",17,17,17,0.5882352941176471,0.4117647058823529,19.294117647058822,1,67,0,0
"Cornerstone Caregiving, Arlington TX: Pricing & Availability | Olera.care",17,4,8,0.75,0.25,63.25,4.25,43,0,0
"Osage Heights Senior Housing Complex, Bentonville AR: Pricing & Availability | Olera.care",17,10,10,0.4,0.6,8.1,1.7,42,0,0
"Pierrepont House For The Elderly, Brooklyn NY: Pricing & Availability | Olera.care",17,14,16,0.5,0.5,30.357142857142858,1.2142857142857142,62,0,0
"Silvercrest Residence, Eureka CA: Pricing & Availability | Olera.care",17,17,17,0.6470588235294118,0.35294117647058826,17.705882352941178,1,63,0,0
"Woodbirch Association, Bristol CT: Pricing & Availability | Olera.care",17,15,15,0.6666666666666666,0.3333333333333333,27.8,1.1333333333333333,63,0,0
"America Home Healthcare, Philadelphia PA: Pricing & Availability | Olera.care",16,12,15,0.8,0.2,14.666666666666666,1.3333333333333333,60,0,0
"Harmony at Greenwood, Greenwood IN: Pricing & Availability | Olera.care",16,13,15,0.5333333333333333,0.4666666666666667,22.923076923076923,1.2307692307692308,60,0,0
"Maison Home Care, Cuyahoga Falls OH: Pricing & Availability | Olera.care",16,12,13,0.38461538461538464,0.6153846153846154,15.083333333333334,1.3333333333333333,51,0,0
"Redeem Center, Mission TX: Pricing & Availability | Olera.care",16,14,15,0.4666666666666667,0.5333333333333333,8.5,1.1428571428571428,55,0,0
"Ridgecrest Apartment 55+, Warner Robins GA: Pricing & Availability | Olera.care",16,12,14,0.6428571428571429,0.35714285714285715,19.583333333333332,1.3333333333333333,53,0,0
"Consumer Direct Care Network Washington (CDWA), Federal Way WA: Pricing & Availability | Olera.care",15,13,13,0.3076923076923077,0.6923076923076923,8.76923076923077,1.1538461538461537,48,0,0
"Dell Range Senior Apartments, Cheyenne WY: Pricing & Availability | Olera.care",15,14,14,0.42857142857142855,0.5714285714285714,17.428571428571427,1.0714285714285714,52,0,0
"Heavenly Home Care Agency, Inc, Fayetteville NC: Pricing & Availability | Olera.care",15,8,10,0.4,0.6,28.5,1.875,44,0,0
"Hoodview Residential Care Center, Gresham OR: Pricing & Availability | Olera.care",15,10,13,0.46153846153846156,0.5384615384615384,18.2,1.5,44,0,0
"Kendra's Place, Canton MI: Pricing & Availability | Olera.care",15,8,11,0.7272727272727273,0.2727272727272727,50.625,1.875,41,0,0
"Kennedy Plaza, Dearborn MI: Pricing & Availability | Olera.care",15,12,12,0.6666666666666666,0.3333333333333333,14.083333333333334,1.25,52,0,0
"Lomond View Retirement Apartments, Ogden UT: Pricing & Availability | Olera.care",15,10,13,0.6153846153846154,0.38461538461538464,26.2,1.5,51,0,0
"Madison Glen Apartments, Ormond Beach FL: Pricing & Availability | Olera.care",15,13,14,0.5714285714285714,0.42857142857142855,28.923076923076923,1.1538461538461537,53,0,0
Providers,15,10,14,0.9285714285714286,0.07142857142857142,6.1,1.5,34,0,0
"Shadyside Skilled Nursing and Rehabilitation Center, Pittsburgh PA: Pricing & Availability | Olera.care",15,12,12,0.5,0.5,18.083333333333332,1.25,51,0,0
"Shirley Daley Senior Village, Lima OH: Pricing & Availability | Olera.care",15,10,12,0.8333333333333334,0.16666666666666666,30,1.5,52,0,0
"St. Sophia Apartments - St Sophia Housing Development Fund Co, Albany NY: Pricing & Availability | Olera.care",15,12,14,0.5714285714285714,0.42857142857142855,24.5,1.25,50,0,0
"The Viridian, New Bern NC: Pricing & Availability | Olera.care",15,11,11,0.6363636363636364,0.36363636363636365,35.45454545454545,1.3636363636363635,49,0,0
"(Test) Manila Assisted Living, College Station TX: Pricing & Availability | Olera.care",14,4,4,1,0,26.75,3.5,24,0,0
"Bloomington Grove & Lillian Court, Bloomington CA: Pricing & Availability | Olera.care",14,12,14,0.7142857142857143,0.2857142857142857,32.25,1.1666666666666667,50,0,0
"Connected Home Health and Hospice, Portland OR: Pricing & Availability | Olera.care",14,1,1,1,0,778,14,27,0,0
"Eastlake Woods, Erie PA: Pricing & Availability | Olera.care",14,11,11,0.5454545454545454,0.45454545454545453,25.90909090909091,1.2727272727272727,45,0,0
"Friendly Care, Boston MA: Pricing & Availability | Olera.care",14,14,14,0.6428571428571429,0.35714285714285715,25.285714285714285,1,50,0,0
"Glen East Senior Apartments, Dothan AL: Pricing & Availability | Olera.care",14,13,13,0.38461538461538464,0.6153846153846154,31.846153846153847,1.0769230769230769,46,0,0
"Maywright Group Home, Rialto CA: Pricing & Availability | Olera.care",14,10,13,0.5384615384615384,0.46153846153846156,17.2,1.4,46,0,0
"Sophie's Home Care, Lee's Summit MO: Pricing & Availability | Olera.care",14,2,3,1,0,453,7,27,0,0
"St. Teresa's Villa, Slidell LA: Pricing & Availability | Olera.care",14,9,10,0.5,0.5,34.111111111111114,1.5555555555555556,44,0,0
"Tangle Brush Villa Apartments -- Affordable Senior Housing, The Woodlands TX: Pricing & Availability | Olera.care",14,8,11,0.7272727272727273,0.2727272727272727,35,1.75,40,0,0
"The Estates of Midwest City, Midwest City OK: Pricing & Availability | Olera.care",14,10,14,0.2857142857142857,0.7142857142857143,16,1.4,45,0,0
"Vandever House, Broken Arrow OK: Pricing & Availability | Olera.care",14,13,13,0.5384615384615384,0.46153846153846156,32.61538461538461,1.0769230769230769,48,0,0
"Visiting Medical Doctors, Schaumburg IL: Pricing & Availability | Olera.care",14,11,12,0.5833333333333334,0.4166666666666667,19,1.2727272727272727,55,0,0
"Vista Village, East Orange NJ: Pricing & Availability | Olera.care",14,12,12,0.5833333333333334,0.4166666666666667,28.75,1.1666666666666667,49,0,0
"Woodridge Manor, Peoria IL: Pricing & Availability | Olera.care",14,13,14,0.5,0.5,19.153846153846153,1.0769230769230769,52,0,0
"Buchanan Cottages, Appleton WI: Pricing & Availability | Olera.care",13,3,10,0.4,0.6,40.666666666666664,4.333333333333333,28,0,0
"Buehler Home, Peoria IL: Pricing & Availability | Olera.care",13,11,12,0.4166666666666667,0.5833333333333334,38,1.1818181818181819,44,0,0
"Gift Of Hands Home Healthcare Services, Dothan AL: Pricing & Availability | Olera.care",13,9,10,0.7,0.3,38.666666666666664,1.4444444444444444,42,0,0
"Harborbrook Apartments, Syracuse NY: Pricing & Availability | Olera.care",13,12,12,0.25,0.75,8.916666666666666,1.0833333333333333,42,0,0
HomeWell Care Services - Olera,13,1,1,1,0,379,13,15,0,0
"Nantucket Apartments, Fayetteville AR: Pricing & Availability | Olera.care",13,11,11,0.45454545454545453,0.5454545454545454,36.09090909090909,1.1818181818181819,49,0,0
"Oakhurst Place, Delaware OH: Pricing & Availability | Olera.care",13,11,11,0.7272727272727273,0.2727272727272727,37.63636363636363,1.1818181818181819,48,0,0
"Res care kankakee, iL, Kankakee IL: Pricing & Availability | Olera.care",13,1,13,0.07692307692307693,0.9230769230769231,17,13,28,0,0
"Sterling Oaks Senior Apartment, Portage MI: Pricing & Availability | Olera.care",13,12,13,0.38461538461538464,0.6153846153846154,15.75,1.0833333333333333,44,0,0
"Villa-Rita, Superior WI: Pricing & Availability | Olera.care",13,10,10,0.3,0.7,23,1.3,45,0,0
"Aid Home Health Care Services LLC, Albuquerque NM: Pricing & Availability | Olera.care",12,10,10,0.8,0.2,13.2,1.2,43,0,0
"Azuri Adult Family Home, Lacey WA: Pricing & Availability | Olera.care",12,7,8,1,0,75.85714285714286,1.7142857142857142,41,0,0
"Cahill Commons, Inver Grove Heights MN: Pricing & Availability | Olera.care",12,8,8,0.75,0.25,14.625,1.5,33,0,0
"California Armenian Home, Fresno CA: Pricing & Availability | Olera.care",12,10,12,0.6666666666666666,0.3333333333333333,33.9,1.2,42,0,0
"Covenant Living at Inverness, Tulsa OK: Pricing & Availability | Olera.care",12,8,10,0.7,0.3,70.25,1.5,40,0,0
"Evanston Senior Redevelopment – Jane R. Perlman Apartments, Evanston IL: Pricing & Availability | Olera.care",12,10,12,0.3333333333333333,0.6666666666666666,19.6,1.2,39,0,0
"Freestyle Living, Yarmouth MA: Pricing & Availability | Olera.care",12,10,12,0.5833333333333334,0.4166666666666667,27.1,1.2,42,0,0
"Fritz Reuter Altenheim, North Bergen NJ: Pricing & Availability | Olera.care",12,12,12,0.5833333333333334,0.4166666666666667,18.5,1,46,0,0
"Frontier St. Elias - Evergreen, Fairbanks AK: Pricing & Availability | Olera.care",12,8,8,0.625,0.375,69,1.5,37,0,0
"Gallaghers Assisted Living, Billings MT: Pricing & Availability | Olera.care",12,11,12,0.6666666666666666,0.3333333333333333,29.545454545454547,1.0909090909090908,46,0,0
"Jonesboro Ecumencial Center, Jonesboro AR: Pricing & Availability | Olera.care",12,10,12,0.4166666666666667,0.5833333333333334,48.3,1.2,43,0,0
"Juniper Manor, Yucaipa CA: Pricing & Availability | Olera.care",12,10,10,0.5,0.5,12.2,1.2,43,0,0
"M&S Grace Manor Adult Family Home, Bellingham WA: Pricing & Availability | Olera.care",12,10,12,0.8333333333333334,0.16666666666666666,59.5,1.2,47,0,0
"Spring Home Care, Annandale VA: Pricing & Availability | Olera.care",12,4,4,1,0,111.75,3,29,0,0
"TPH Independence Gardens, Trenton NJ: Pricing & Availability | Olera.care",12,9,10,0.6,0.4,16.444444444444443,1.3333333333333333,34,0,0
"Aggie Assisted Living, College Station TX: Pricing & Availability | Olera.care",11,9,11,0.8181818181818182,0.18181818181818182,8.333333333333334,1.2222222222222223,24,0,0
"Churchview Farms Senior Living, Greensboro NC: Pricing & Availability | Olera.care",11,8,10,0.6,0.4,30.625,1.375,38,0,0
"El Patio Gardens Senior Community, Santa Barbara CA: Pricing & Availability | Olera.care",11,11,11,0.6363636363636364,0.36363636363636365,15.272727272727273,1,45,0,0
"Garland Estate For Seniors, Garland TX: Pricing & Availability | Olera.care",11,9,10,0.4,0.6,18.333333333333332,1.2222222222222223,38,0,0
"Harmonious living home, Katy TX: Pricing & Availability | Olera.care",11,7,9,0.7777777777777778,0.2222222222222222,46.42857142857143,1.5714285714285714,36,0,0
"Hearthside Apartments, Portage MI: Pricing & Availability | Olera.care",11,9,10,0.8,0.2,60.22222222222222,1.2222222222222223,40,0,0
"Kearny Senior Residence, Kearny NJ: Pricing & Availability | Olera.care",11,7,7,0.7142857142857143,0.2857142857142857,32,1.5714285714285714,33,0,0
"Masonic Care New Rochelle, New Rochelle NY: Pricing & Availability | Olera.care",11,3,7,0.7142857142857143,0.2857142857142857,70.33333333333333,3.6666666666666665,22,0,0
"Mill River Senior, Coeur d'Alene ID: Pricing & Availability | Olera.care",11,9,11,0.6363636363636364,0.36363636363636365,38,1.2222222222222223,42,0,0
"North Ridge Cottages, Blue Springs MO: Pricing & Availability | Olera.care",11,10,10,0.4,0.6,24,1.1,37,0,0
"Palomitas ""R"" US, Laredo TX: Pricing & Availability | Olera.care",11,9,9,0.6666666666666666,0.3333333333333333,47,1.2222222222222223,34,0,0
"Partners In Care Home Care, Camarillo CA: Pricing & Availability | Olera.care",11,8,8,0.625,0.375,101.5,1.375,39,0,0
"Pasadena Meadows Nursing Center, Pasadena CA: Pricing & Availability | Olera.care",11,9,10,0.4,0.6,20.444444444444443,1.2222222222222223,38,0,0
"Plaxia Care, Las Vegas NV: Pricing & Availability | Olera.care",11,8,8,0.75,0.25,12.5,1.375,32,0,0
"Positive Purpose, Bakersfield CA: Pricing & Availability | Olera.care",11,6,10,0.4,0.6,25.666666666666668,1.8333333333333333,32,0,0
"Ridge Pointe Apartments, Pullman WA: Pricing & Availability | Olera.care",11,11,11,0.36363636363636365,0.6363636363636364,9.090909090909092,1,42,0,0
"Romeoville Garden Apartments, Romeoville IL: Pricing & Availability | Olera.care",11,8,9,0.5555555555555556,0.4444444444444444,26.5,1.375,34,0,0
"Roosevelt West Sr Apartment, Dubuque IA: Pricing & Availability | Olera.care",11,8,11,0.45454545454545453,0.5454545454545454,27.75,1.375,37,0,0
"The Birchwood of Golfcrest (Formerly Arden Wood), Houston TX: Pricing & Availability | Olera.care",11,10,11,0.5454545454545454,0.45454545454545453,34.2,1.1,44,0,0
"Apple Creek, Yakima WA: Pricing & Availability | Olera.care",10,6,10,0.5,0.5,45.333333333333336,1.6666666666666667,34,0,0
"GCC Acres, Woodland CA: Pricing & Availability | Olera.care",10,5,5,0.8,0.2,28.4,2,28,0,0
"Good Samaritan Society - Meadowstone, Sioux Falls SD: Pricing & Availability | Olera.care",10,3,3,1,0,150.33333333333334,3.3333333333333335,28,0,0
"Grace Woods at Ohio Living - Breckenridge Village, Willoughby OH: Pricing & Availability | Olera.care",10,5,10,0.7,0.3,80.2,2,32,0,0
"House of Hope, Wichita Falls TX: Pricing & Availability | Olera.care",10,9,10,0.4,0.6,24.333333333333332,1.1111111111111112,35,0,0
"Missoula Manor, Missoula MT: Pricing & Availability | Olera.care",10,9,9,0.8888888888888888,0.1111111111111111,35.888888888888886,1.1111111111111112,40,0,0
"Moravia Health Erie, Erie PA: Pricing & Availability | Olera.care",10,8,10,0.3,0.7,6.375,1.25,32,0,0
"Nancy's Place, Smyrna TN: Pricing & Availability | Olera.care",10,7,9,0.6666666666666666,0.3333333333333333,59.857142857142854,1.4285714285714286,37,0,0
"Prelude Village, Woodbury MN: Pricing & Availability | Olera.care",10,6,8,0.75,0.25,29.5,1.6666666666666667,29,0,0
"Professional Nursing Home Health Care, Fort Wayne IN: Pricing & Availability | Olera.care",10,8,9,0.4444444444444444,0.5555555555555556,8.125,1.25,40,0,0
"Ruth's House, Portsmouth VA: Pricing & Availability | Olera.care",10,5,5,0.8,0.2,83.4,2,30,0,0
"SYNERGY HomeCare, Washington DC: Pricing & Availability | Olera.care",10,3,4,1,0,75,3.3333333333333335,13,0,0
"The Landings of Rocky Mount Mills, Rocky Mount NC: Pricing & Availability | Olera.care",10,4,7,0.2857142857142857,0.7142857142857143,19,2.5,27,0,0
"Trinity In Home Care, Cincinnati OH: Pricing & Availability | Olera.care",10,6,9,0.3333333333333333,0.6666666666666666,13.166666666666666,1.6666666666666667,27,0,0
"Willard Manor, Stamford CT: Pricing & Availability | Olera.care",10,8,11,0.45454545454545453,0.5454545454545454,17.125,1.25,37,0,0
"Yellow Retirement Communities, Fort Wayne IN: Pricing & Availability | Olera.care",10,6,6,0.8333333333333334,0.16666666666666666,75.16666666666667,1.6666666666666667,28,0,0
"Acme Care CLHF, Fresno CA: Pricing & Availability | Olera.care",9,6,7,0.8571428571428571,0.14285714285714285,28,1.5,30,0,0
"Agnes Home Healthcare, Centreville VA: Pricing & Availability | Olera.care",9,7,7,0.5714285714285714,0.42857142857142855,13.142857142857142,1.2857142857142858,28,0,0
"Auracal Senior Home Care, Boynton Beach FL: Pricing & Availability | Olera.care",9,3,7,0.2857142857142857,0.7142857142857143,5.666666666666667,3,20,0,0
"Avir at Heritage Oaks, Lubbock TX: Pricing & Availability | Olera.care",9,4,5,0.8,0.2,6.5,2.25,20,0,0
"Best Choice Home Health Care, Bronx NY: Pricing & Availability | Olera.care",9,8,9,0.5555555555555556,0.4444444444444444,26.5,1.125,36,0,0
"Calle Vinas, Warner Robins GA: Pricing & Availability | Olera.care",9,6,9,0.3333333333333333,0.6666666666666666,13.5,1.5,29,0,0
"Chasse Village, Rochester NH: Pricing & Availability | Olera.care",9,8,8,0.75,0.25,34.75,1.125,32,0,0
"Dupont Retirement Community, Fort Wayne IN: Pricing & Availability | Olera.care",9,8,8,0.75,0.25,23.25,1.125,33,0,0
"Gentemann Manor I, O'Fallon MO: Pricing & Availability | Olera.care",9,8,8,0.375,0.625,69.875,1.125,30,0,0
"Gillette Manor, Sayreville NJ: Pricing & Availability | Olera.care",9,6,7,0.8571428571428571,0.14285714285714285,43.166666666666664,1.5,29,0,0
"GreenField Manor, Lancaster NY: Pricing & Availability | Olera.care",9,8,9,0,1,0,1.125,26,0,0
