Top pages,Clicks,Impressions,CTR,Position
https://olera.care/provider/always-home-care,3,158,1.9%,12.24
https://olera.care/provider/one-oak-place,3,151,1.99%,9.69
https://olera.care/provider/alamo-cove-rehab-and-nursing-center,3,149,2.01%,9.05
https://olera.care/provider/blue-skies-home-care,3,146,2.05%,13.02
https://olera.care/provider/nancy-s-place,3,133,2.26%,11.44
https://olera.care/provider/gentemann-manor-i,3,132,2.27%,6.08
https://olera.care/provider/heaven-on-earth-network,3,129,2.33%,4.09
https://olera.care/provider/hookston-senior-homes,3,126,2.38%,10.33
https://olera.care/provider/angels-on-call-home-care-pa-reading,3,122,2.46%,10.14
https://olera.care/provider/toll-road-senior-apartments,3,112,2.68%,12.06
https://olera.care/provider/elder-care-of-north-alabama,3,111,2.7%,29.85
https://olera.care/provider/aspen-creek-senior-living-formerly-lenity-senior-living,3,107,2.8%,22.41
https://olera.care/provider/nantucket-apartments,3,103,2.91%,7.03
https://olera.care/provider/golden-care-of-nepa,3,101,2.97%,6.42
https://olera.care/provider/senior-care-of-marlandwood-east,3,100,3%,31.47
https://olera.care/provider/everywhere-is-home-katy,3,89,3.37%,12.67
https://olera.care/provider/woodridge-manor,3,83,3.61%,14.28
https://olera.care/provider/paul-laurence-dunbar-senior-complex,3,81,3.7%,4.88
https://olera.care/provider/napa-creek-manor,3,77,3.9%,8.34
https://olera.care/provider/a-pineywoods-health-services,3,76,3.95%,6.67
https://olera.care/provider/the-estates-of-midwest-city,3,73,4.11%,9.95
https://olera.care/provider/plaxia-care,3,70,4.29%,5.14
https://olera.care/provider/visiting-medical-doctors,3,69,4.35%,20.01
https://olera.care/provider/ruth-s-house,3,67,4.48%,4.64
https://olera.care/provider/dell-range-senior-apartments,3,67,4.48%,15.13
https://olera.care/provider/friendly-care,3,65,4.62%,8.35
https://olera.care/provider/inman-grove-senior-citizen-residence,3,61,4.92%,8.05
https://olera.care/provider/parkview-at-wheatland-village,3,61,4.92%,12.67
https://olera.care/provider/roosevelt-west-sr-apartment,3,56,5.36%,8.02
https://olera.care/provider/advocate-group-care-nj,3,55,5.45%,6.55
https://olera.care/provider/winston-hale,3,52,5.77%,5.12
https://olera.care/provider/maverick-home-health-agency,3,52,5.77%,8.5
https://olera.care/provider/magnolia-wood,3,51,5.88%,6.86
https://olera.care/provider/hamaspik-homecare,3,50,6%,6.96
https://olera.care/provider/jay-and-jay-health-care-agency,3,50,6%,9.22
https://olera.care/provider/gallaghers-assisted-living,3,47,6.38%,10.64
https://olera.care/provider/beverly-towers,3,46,6.52%,6.76
https://olera.care/provider/brethren-manor,3,44,6.82%,6.45
https://olera.care/provider/welcome-home,3,38,7.89%,3.5
https://olera.care/provider/georgia-lina-care-management,3,37,8.11%,12.46
https://olera.care/provider/monarca-place,3,36,8.33%,8.69
https://olera.care/provider/prelude-village,3,33,9.09%,5.52
https://olera.care/provider/njadb-jersey-city-group-home,3,27,11.11%,7.3
https://olera.care/provider/laverna-village-of-saint-joseph,3,26,11.54%,11.85
https://olera.care/provider/villas-at-peruque,3,24,12.5%,5.46
https://olera.care/provider/st-fidelis-friary,3,21,14.29%,7.76
https://olera.care/provider/ridge-pointe-apartments,3,19,15.79%,7
https://olera.care/provider/limestoneshire-group-home,3,18,16.67%,4.72
https://olera.care/provider/healing-hands-home-care,3,18,16.67%,12.83
https://olera.care/provider/willow-canyon-living,3,17,17.65%,4.47
https://olera.care/provider/harmony-residential-home,3,14,21.43%,2.86
https://olera.care/provider/azuri-adult-family-home,3,13,23.08%,2.85
https://olera.care/provider/the-shaw-homes,3,12,25%,7.08
https://olera.care/provider/sutton-home-for-women-ma,3,11,27.27%,9.64
https://olera.care/provider/spring-hills-home-care-services-nevada,3,7,42.86%,2.57
https://olera.care/provider/panola-care,3,7,42.86%,3.14
https://olera.care/provider/ace-home-care-ca-newport-beach,3,6,50%,8.67
https://olera.care/provider/morehouse-place,3,5,60%,6.6
https://olera.care/provider/harmonious-living-home,3,5,60%,12
https://olera.care/provider/the-meadows-fl,3,4,75%,2.5
https://olera.care/provider/family-tree-private-care-co-longmont,2,711,0.28%,45.44
https://olera.care/provider/eastlake-woods,2,683,0.29%,4.51
https://olera.care/caregiver-support/average-cost-of-a-live-in-caregiver,2,581,0.34%,18.88
https://olera.care/provider/new-life-home-health-services,2,554,0.36%,19.84
https://olera.care/caregiver-support/does-medicare-pay-for-family-caregivers,2,536,0.37%,38.69
https://olera.care/nursing-home/oklahoma/tulsa,2,528,0.38%,36.33
https://olera.care/provider/wilmington-nursing-and-rehabilitation-center,2,418,0.48%,32.02
https://olera.care/provider/in-nite-care-of-alaska,2,401,0.5%,18.95
https://olera.care/provider/yellow-retirement-communities,2,378,0.53%,9.17
https://olera.care/provider/1st-care-of-new-mexico-llc,2,327,0.61%,5.07
https://olera.care/provider/joy-home-care-ri,2,307,0.65%,6.09
https://olera.care/provider/avir-at-river-ridge,2,281,0.71%,5.05
https://olera.care/provider/the-ovation-center,2,280,0.71%,8.55
https://olera.care/assisted-living/nm/albuquerque,2,260,0.77%,50.1
https://olera.care/provider/raintree-village,2,255,0.78%,9.57
https://olera.care/provider/presbyterian-manor,2,209,0.96%,8.54
https://olera.care/provider/state-veterans-home,2,209,0.96%,14.91
https://olera.care/provider/bloomington-grove-lillian-court,2,208,0.96%,6.71
https://olera.care/provider/at-home-solutions-licensed-home-care-services-agency,2,202,0.99%,16.22
https://olera.care/provider/avir-at-heritage-oaks,2,196,1.02%,5.22
https://olera.care/provider/global-home-care-and-staffing,2,185,1.08%,13.59
https://olera.care/provider/bobette-s-home-care,2,185,1.08%,25.63
https://olera.care/provider/heavenly-home-care-agency-inc,2,179,1.12%,38.42
https://olera.care/provider/shag-cedar-river-court-senior-living-apartments,2,175,1.14%,12.38
https://olera.care/provider/greenleaf-apartments,2,169,1.18%,11.15
https://olera.care/provider/wellsprings-post-acute-center,2,159,1.26%,14.89
https://olera.care/provider/heritage-residential-care-village,2,158,1.27%,33.02
https://olera.care/provider/unc-homecare-specialists,2,157,1.27%,8.59
https://olera.care/provider/broomfield-silvercrest,2,155,1.29%,52.97
https://olera.care/provider/home-kare-inc-of-dona-ana,2,152,1.32%,7.65
https://olera.care/provider/queensbrooke-village-senior-living,2,151,1.32%,10.22
https://olera.care/provider/lincare-ps-homecare,2,150,1.33%,6.49
https://olera.care/provider/lake-place-senior-living,2,149,1.34%,7.74
https://olera.care/provider/mercy-oaks-village,2,146,1.37%,12.96
https://olera.care/provider/the-lofts-at-union-crossing,2,135,1.48%,9.15
https://olera.care/provider/villas-at-robinett,2,132,1.52%,11.38
https://olera.care/provider/garland-estate-for-seniors,2,124,1.61%,31.06
https://olera.care/provider/silver-oaks-at-waterford-senior-apartments,2,119,1.68%,14.55
https://olera.care/provider/home-aid-caregivers,2,119,1.68%,24.61
https://olera.care/provider/arosa-nc-triangle,2,118,1.69%,7.92
https://olera.care/provider/community-home-health-care,2,115,1.74%,20.62
https://olera.care/about,2,113,1.77%,3.84
https://olera.care/provider/azotea-senior-community,2,112,1.79%,9.04
https://olera.care/provider/arden-wood,2,112,1.79%,10.46
https://olera.care/provider/client-dedicated-services,2,111,1.8%,3.84
https://olera.care/provider/frontier-st-elias-evergreen,2,110,1.82%,12.84
https://olera.care/provider/gaunley-home-care,2,109,1.83%,8.16
https://olera.care/provider/all-together-home-health-care,2,107,1.87%,10.07
https://olera.care/provider/grand-south-senior-living,2,107,1.87%,33.09
https://olera.care/provider/moravia-health-scranton,2,106,1.89%,9.23
https://olera.care/provider/attic-angel-community,2,104,1.92%,10.23
https://olera.care/provider/edison-woods-senior-housing,2,104,1.92%,17.21
https://olera.care/provider/encompass-health-home-health-houston-tx,2,103,1.94%,12.22
https://olera.care/provider/bee-first-primary-home-care,2,100,2%,6.15
https://olera.care/provider/whoo-s-caring,2,100,2%,7.73
https://olera.care/provider/brilliant-healthcare,2,98,2.04%,3.73
https://olera.care/provider/evanston-senior-redevelopment-jane-r-perlman-apartments,2,98,2.04%,18.86
https://olera.care/provider/caring-touch-provider-services,2,94,2.13%,6.69
https://olera.care/provider/mercy-housing-mercy-village,2,94,2.13%,8.84
https://olera.care/provider/surrey-downs-clubhouse,2,93,2.15%,8.25
https://olera.care/provider/seneca-cazenovia-senior-housing,2,84,2.38%,20.3
https://olera.care/provider/by-faith-home-care-services,2,84,2.38%,21.26
https://olera.care/provider/chandler-creek-village-apartments,2,84,2.38%,22.77
https://olera.care/provider/silvertree-seniors-of-portsmouth,2,83,2.41%,8.05
https://olera.care/provider/leisure-manor-i,2,83,2.41%,12.52
https://olera.care/provider/sacramento-senior-home-management-office,2,82,2.44%,6.78
https://olera.care/waiver-library/delaware/food-stamp-program-snap,2,81,2.47%,13.32
https://olera.care/provider/golden-touch-home-health-inc,2,79,2.53%,8.71
https://olera.care/provider/independence-manor-i-ii,2,78,2.56%,13.99
https://olera.care/provider/pasa-alta-manor-residential-care-centers,2,77,2.6%,4.97
https://olera.care/provider/eliseo,2,74,2.7%,9.77
https://olera.care/provider/arbor-vista-senior-apartments,2,74,2.7%,28.04
https://olera.care/provider/jordan-square-senior-apartments,2,72,2.78%,7.38
https://olera.care/provider/center-pointe-villas-courtyard,2,72,2.78%,7.46
https://olera.care/provider/always-home-care-nj-perth-amboy,2,71,2.82%,7.96
https://olera.care/provider/erie-independence-house,2,70,2.86%,17.79
https://olera.care/provider/andrea-homecare-group,2,69,2.9%,6.06
https://olera.care/provider/marian-towers,2,68,2.94%,5.57
https://olera.care/provider/redeem-center,2,68,2.94%,8.25
https://olera.care/provider/alderbrook-skilled-nursing-facility,2,67,2.99%,8.09
https://olera.care/provider/cranford-lincoln-senior-apartments,2,67,2.99%,10.46
https://olera.care/team,2,63,3.17%,3.3
https://olera.care/provider/ivy-garden-senior-condos,2,63,3.17%,22.3
https://olera.care/provider/vihar-care-indian-nursing-home,2,62,3.23%,24.74
https://olera.care/provider/jonesboro-ecumencial-center,2,61,3.28%,17.03
https://olera.care/provider/the-cottages-at-riverview,2,60,3.33%,5.02
https://olera.care/provider/river-valley-home-health-and-hospice-az-kingman,2,60,3.33%,7.4
https://olera.care/provider/whitewood-gardens,2,60,3.33%,10.25
https://olera.care/provider/osage-heights-senior-housing-complex,2,60,3.33%,16.57
https://olera.care/provider/amara-home-care-tn,2,59,3.39%,6.68
https://olera.care/provider/shalom-park,2,59,3.39%,14.34
https://olera.care/provider/legacy-kettering-oh,2,59,3.39%,21.15
https://olera.care/provider/leisure-apartments,2,59,3.39%,29.42
https://olera.care/provider/lucky-medical-home-care,2,58,3.45%,6.72
https://olera.care/provider/riverstone-senior-living-center,2,58,3.45%,20.83
https://olera.care/provider/mt-zion-pleasant-view-plaza,2,57,3.51%,5.67
https://olera.care/provider/tha-home-health-care,2,55,3.64%,6.82
https://olera.care/provider/o-brien-road-apartments,2,53,3.77%,10.53
https://olera.care/provider/s-s-helping-hands,2,53,3.77%,40.08
https://olera.care/provider/touchpoint-healthcare-services-inc,2,52,3.85%,7.98
https://olera.care/provider/catherine-booth-garden-apartments,2,51,3.92%,8.47
https://olera.care/provider/a-plus-healthcare-mt-kalispell,2,51,3.92%,8.75
https://olera.care/provider/linwood-terrace,2,51,3.92%,9.8
https://olera.care/provider/legacy-home-health-care-tx,2,51,3.92%,14.14
https://olera.care/provider/in-home-primary-care,2,50,4%,10.7
https://olera.care/provider/lifespan-home-health-tx-temple,2,49,4.08%,7.29
https://olera.care/provider/wesley-healthcare-at-home,2,49,4.08%,10.73
https://olera.care/provider/glover-plaza,2,48,4.17%,4.98
https://olera.care/provider/group-home-by-the-dome,2,48,4.17%,5.12
https://olera.care/provider/west-park-55-retirement-community-brenton-communities,2,47,4.26%,6.57
https://olera.care/provider/villa-rita,2,47,4.26%,17.6
https://olera.care/provider/st-john-s-united-chapel-court-apartments,2,46,4.35%,6.63
https://olera.care/provider/polish-american-family-connection,2,46,4.35%,7.33
https://olera.care/provider/classic-home-health-services,2,46,4.35%,7.91
https://olera.care/provider/golden-life-home-health,2,46,4.35%,8.76
https://olera.care/provider/eastbay-senior-living,2,46,4.35%,8.83
https://olera.care/provider/victory-home-care-agency,2,45,4.44%,8.6
https://olera.care/provider/lenity-solutions-in-home-companion-care,2,44,4.55%,6.02
https://olera.care/provider/fernwood-senior-apartments,2,43,4.65%,12.26
https://olera.care/provider/romeoville-garden-apartments,2,43,4.65%,14.02
https://olera.care/provider/trinity-garden-alf,2,40,5%,3.45
https://olera.care/provider/lifespring-home-care-of-shawnee,2,40,5%,6.33
https://olera.care/provider/canal-place-senior-apartments,2,40,5%,6.53
https://olera.care/provider/caring-cottage,2,39,5.13%,4.9
https://olera.care/provider/albert-s-house-sandpiper,2,39,5.13%,8.33
https://olera.care/provider/care-dimensions-home-health-palm-desert,2,38,5.26%,6.95
https://olera.care/provider/holy-cross-villas,2,36,5.56%,8.22
https://olera.care/provider/hampton-place-healthcare,2,36,5.56%,8.97
https://olera.care/provider/harvest-hills-retirement-center,2,35,5.71%,10.89
https://olera.care/provider/albertine-home,2,34,5.88%,8.06
https://olera.care/provider/mercy-home-care-in,2,33,6.06%,7.52
https://olera.care/provider/a-touch-of-love-homecare,2,33,6.06%,14.82
https://olera.care/provider/juniper-manor,2,32,6.25%,4.06
https://olera.care/provider/chasse-village,2,32,6.25%,16.66
https://olera.care/provider/riverside-health-and-rehabilitation,2,31,6.45%,8.9
https://olera.care/provider/orchid-court,2,30,6.67%,5.87
https://olera.care/provider/ginnie-mae-residence-care,2,30,6.67%,6.67
https://olera.care/provider/cypress-meadows-senior-apartments,2,30,6.67%,6.73
https://olera.care/provider/belmont-cove,2,30,6.67%,10.6
https://olera.care/provider/elm-street-senior-apartments,2,30,6.67%,11.8
https://olera.care/provider/independence-home,2,29,6.9%,3
https://olera.care/provider/anand-care-center,2,29,6.9%,5
https://olera.care/provider/bella-vista-transitional-care-center,2,29,6.9%,7.31
https://olera.care/provider/mill-run,2,29,6.9%,9.38
https://olera.care/provider/the-palms-home-care,2,29,6.9%,10.21
https://olera.care/provider/innovage-senior-living,2,29,6.9%,11.59
https://olera.care/provider/bayberry-farms-village,2,28,7.14%,9.04
https://olera.care/provider/cottonwood-road-group-home,2,28,7.14%,33.46
https://olera.care/provider/overland-court-apartments,2,27,7.41%,5.96
https://olera.care/provider/avenida-living-home,2,26,7.69%,3.92
https://olera.care/provider/jc-s-care-from-above,2,26,7.69%,5.54
https://olera.care/provider/high-pointe-senior-community,2,26,7.69%,6.08
https://olera.care/provider/syncare-memory-suites,2,26,7.69%,6.54
https://olera.care/provider/sacred-heart-village-2,2,26,7.69%,7.58
https://olera.care/provider/garfield-terrace,2,25,8%,4.36
https://olera.care/provider/north-gables,2,25,8%,6.88
https://olera.care/provider/a-golden-retreat-care-home,2,24,8.33%,5.42
https://olera.care/provider/integrity-home-health-care,2,24,8.33%,7.29
https://olera.care/provider/positive-care-private-home,2,23,8.7%,7.65
https://olera.care/provider/angelique-woods-apartments,2,22,9.09%,6.32
https://olera.care/provider/robert-a-morrison-village-senior-housing,2,22,9.09%,7.18
https://olera.care/provider/riverview-heights-apartments,2,22,9.09%,10.36
https://olera.care/provider/legacy-at-the-point,2,21,9.52%,11.19
https://olera.care/provider/a-lot-of-love-home-care-agency-llc,2,20,10%,3.6
https://olera.care/provider/spero-heritage-homes,2,20,10%,8.6
https://olera.care/provider/the-warm-friend,2,19,10.53%,13.53
https://olera.care/provider/liberty-terrace,2,18,11.11%,6.5
https://olera.care/provider/st-joseph-manor,2,18,11.11%,7
https://olera.care/provider/absolute-angels-home-care,2,18,11.11%,10.33
https://olera.care/provider/partners-in-care-home-care-ca,2,17,11.76%,10.65
https://olera.care/provider/stepping-stone-adult-foster-cr,2,16,12.5%,4.69
https://olera.care/provider/riverstone-retirement-community,2,16,12.5%,13.25
https://olera.care/provider/seton-residence,2,15,13.33%,12.33
https://olera.care/provider/heavenly-home-care-agency-inc/onboard,2,15,13.33%,18
https://olera.care/waiver-library/kentucky/aged-blind-and-disabled-abd-medicaid,2,14,14.29%,59.07
https://olera.care/provider/w-h-plummer-plaza,2,13,15.38%,6.54
https://olera.care/provider/companion-caregivers,2,13,15.38%,8.15
https://olera.care/provider/senior-s-palace-boarding-home,2,13,15.38%,23
https://olera.care/provider/cherry-blossom-residential-care,2,13,15.38%,43.23
https://olera.care/provider/love-patience-caregiving,2,12,16.67%,3.92
https://olera.care/provider/heritage-oak-apartments-the-elderly,2,12,16.67%,5.75
https://olera.care/provider/shiloh-senior-housing,2,12,16.67%,6.17
https://olera.care/provider/ibree-home-healthcare,2,12,16.67%,8.17
https://olera.care/provider/liberty-at-shoal-creek,2,12,16.67%,11.83
https://olera.care/provider/all-access-home-health-care,2,12,16.67%,17.58
https://olera.care/provider/five-star-premier-residences,2,12,16.67%,17.67
https://olera.care/provider/townsend-towers,2,11,18.18%,3.18
https://olera.care/provider/care-plus-nursing-rehab,2,11,18.18%,4.45
https://olera.care/provider/lizandra-assisted-living-facility,2,11,18.18%,4.45
https://olera.care/provider/quantum-house-pch,2,11,18.18%,4.82
https://olera.care/provider/total-home-health-services-inc,2,11,18.18%,8.73
https://olera.care/provider/faith-community-care-home,2,11,18.18%,19
https://olera.care/provider/heaven-sent-home-health-services,2,10,20%,2.6
https://olera.care/provider/american-family-health-services,2,10,20%,5.4
https://olera.care/provider/stonehenge-elderly-apartments,2,10,20%,14.3
https://olera.care/provider/eastern-europe-home-care-llc,2,10,20%,18.4
https://olera.care/provider/landis-manor-home,2,9,22.22%,3.33
https://olera.care/provider/affable-healthcare-services,2,9,22.22%,4.78
https://olera.care/provider/the-home-health-team,2,9,22.22%,7.44
https://olera.care/provider/sutter-care-at-home-alameda-sips,2,9,22.22%,7.89
https://olera.care/provider/st-joseph-home-health-care-services,2,8,25%,4.25
https://olera.care/provider/villages-at-vintage-oaks,2,8,25%,13.75
https://olera.care/provider/peak-medical-home-care-home-health-care-caregivers-and-senior-care-freeport,2,8,25%,14.88
https://olera.care/provider/union-city-senior-citizen-s,2,7,28.57%,3.57
https://olera.care/provider/iris-avenue-group-home,2,7,28.57%,4
https://olera.care/provider/helping-hands-assisted-living-md-suitland,2,7,28.57%,8.29
https://olera.care/provider/peaceful-place-adult-group-home,2,7,28.57%,10
https://olera.care/provider/primary-home-care-specialties,2,6,33.33%,2.17
https://olera.care/provider/carelink-assisted-living,2,6,33.33%,2.83
https://olera.care/provider/reasons-family-type-home,2,6,33.33%,2.83
https://olera.care/provider/serenity-house-of-care-assisted-living,2,6,33.33%,2.83
https://olera.care/provider/morning-star-home-care,2,6,33.33%,3.33
https://olera.care/provider/paris-pediatric-home-health-care,2,6,33.33%,5.5
https://olera.care/provider/good-samaritan-society-ia-clinton,2,6,33.33%,6.5
https://olera.care/provider/citrus-crest-care-home,2,6,33.33%,9.67
https://olera.care/provider/sugar-creek-apartments,2,6,33.33%,14.17
https://olera.care/provider/living-independent-fair-and-equal,2,5,40%,3.6
https://olera.care/provider/aspire-at-colonial-lakes,2,5,40%,5.8
https://olera.care/provider/central-ohio-home-help-agency,2,5,40%,5.8
https://olera.care/provider/tri-state-capital-district-nursing-companion-services-llc,2,5,40%,6
https://olera.care/provider/asbury-senior-apartments,2,5,40%,6.4
https://olera.care/provider/storypoint-bolingbrook,2,5,40%,9.8
https://olera.care/waiver-library/west-virginia/home-delivered-meals,2,4,50%,1.25
https://olera.care/provider/ambrose-hills-town-homes,2,4,50%,4
https://olera.care/provider/valencia-home-health-care,2,4,50%,4
https://olera.care/provider/bee-first-primary-home-care-tx-suwanee,2,4,50%,4.25
https://olera.care/provider/mactown-dolphin-group-home,2,4,50%,4.75
https://olera.care/provider/tmc-home-health,2,4,50%,6.5
https://olera.care/provider/j-c-bull-apartments,2,4,50%,6.75
https://olera.care/provider/senior-living-at-cambridge-heights,2,4,50%,22.5
https://olera.care/provider/simple-touch-home-care,2,3,66.67%,4.33
https://olera.care/waiver-library,2,3,66.67%,5
https://olera.care/provider/red-river-home-health,2,3,66.67%,5.67
https://olera.care/provider/lee-quality-home-care,2,3,66.67%,6.33
https://olera.care/provider/welcome-home-care-ca-san-rafael,2,3,66.67%,7.33
https://olera.care/provider/the-residence-covenant-care-memory-care-community,2,3,66.67%,9
https://olera.care/provider/marjorie-s-house-private-home-care-agency,2,2,100%,1
https://olera.care/provider/park-view-villa-assisted-living,2,2,100%,1
https://olera.care/senior-communities/nj/teaneck/page/6,2,2,100%,1
https://olera.care/provider/a-home-away-from-home-ca-redlands,2,2,100%,2.5
https://olera.care/provider/gdm-home-health-inc,2,2,100%,4.5
https://olera.care/provider/sc-homecare-solutions,1,1137,0.09%,35.81
https://olera.care/assisted-living/colorado/colorado-springs,1,597,0.17%,42.43
